Train Epoch: 0 [batch-idx: 0] nll:  768706.062500,  kl:  3.189453,  marg:  54.767319, S_accuracy:  15.6250%
Train Epoch: 0 [batch-idx: 100] nll:  168568.687500,  kl:  13.769531,  marg:  14.171721, S_accuracy:  18.5489%
Train Epoch: 0 [batch-idx: 200] nll:  168569.640625,  kl:  14.448242,  marg:  4.705346, S_accuracy:  16.4101%
Train Epoch: 0 [batch-idx: 300] nll:  168680.250000,  kl:  15.382812,  marg:  2.879061, S_accuracy:  15.7911%
Train Epoch: 0 [batch-idx: 400] nll:  151719.156250,  kl:  25.406250,  marg:  1.453943, S_accuracy:  16.6790%
Train Epoch: 1 [batch-idx: 0] nll:  149382.437500,  kl:  34.014648,  marg:  2.144551, S_accuracy:  21.8750%
Train Epoch: 1 [batch-idx: 100] nll:  127356.664062,  kl:  62.355469,  marg:  4.828973, S_accuracy:  31.2732%
Train Epoch: 1 [batch-idx: 200] nll:  61683.515625,  kl:  156.759766,  marg:  5.547895, S_accuracy:  47.7767%
Train Epoch: 1 [batch-idx: 300] nll:  35881.113281,  kl:  260.957031,  marg:  3.691362, S_accuracy:  60.7870%
Train Epoch: 1 [batch-idx: 400] nll:  20528.558594,  kl:  331.934570,  marg:  1.060993, S_accuracy:  68.4558%
Train Epoch: 2 [batch-idx: 0] nll:  21560.720703,  kl:  378.288086,  marg:  2.333667, S_accuracy:  96.8750%
Train Epoch: 2 [batch-idx: 100] nll:  26465.441406,  kl:  451.285156,  marg:  1.312393, S_accuracy:  95.4363%
Train Epoch: 2 [batch-idx: 200] nll:  11048.784180,  kl:  549.654297,  marg:  1.094461, S_accuracy:  95.5962%
Train Epoch: 2 [batch-idx: 300] nll:  10823.775391,  kl:  620.781250,  marg:  0.919526, S_accuracy:  95.7901%
Train Epoch: 2 [batch-idx: 400] nll:  11960.474609,  kl:  693.798828,  marg:  0.850363, S_accuracy:  95.9476%
Train Epoch: 3 [batch-idx: 0] nll:  9110.332031,  kl:  748.208008,  marg:  1.070405, S_accuracy:  98.4375%
Train Epoch: 3 [batch-idx: 100] nll:  11239.840820,  kl:  836.916992,  marg:  0.935106, S_accuracy:  97.8806%
Train Epoch: 3 [batch-idx: 200] nll:  9318.417969,  kl:  919.952148,  marg:  1.077903, S_accuracy:  97.7884%
Train Epoch: 3 [batch-idx: 300] nll:  4699.395508,  kl:  1000.906250,  marg:  0.570805, S_accuracy:  97.9418%
Train Epoch: 3 [batch-idx: 400] nll:  6076.210449,  kl:  1091.094727,  marg:  1.421336, S_accuracy:  97.9329%
Train Epoch: 4 [batch-idx: 0] nll:  1286.698364,  kl:  1146.927734,  marg:  0.833242, S_accuracy:  100.0000%
Train Epoch: 4 [batch-idx: 100] nll:  2884.605713,  kl:  1242.854492,  marg:  1.359030, S_accuracy:  99.1801%
Train Epoch: 4 [batch-idx: 200] nll:  3992.930420,  kl:  1328.411133,  marg:  0.494458, S_accuracy:  99.1060%
Train Epoch: 4 [batch-idx: 300] nll:  7002.208496,  kl:  1424.630859,  marg:  0.697918, S_accuracy:  99.0500%
Train Epoch: 4 [batch-idx: 400] nll:  4430.478516,  kl:  1511.126953,  marg:  0.658750, S_accuracy:  98.9791%
Train Epoch: 5 [batch-idx: 0] nll:  2912.853027,  kl:  1568.216797,  marg:  0.597952, S_accuracy:  99.2188%
Train Epoch: 5 [batch-idx: 100] nll:  2027.500977,  kl:  1655.820312,  marg:  0.605871, S_accuracy:  99.6442%
Train Epoch: 5 [batch-idx: 200] nll:  3102.954834,  kl:  1742.619141,  marg:  0.600680, S_accuracy:  99.5725%
Train Epoch: 5 [batch-idx: 300] nll:  618.862122,  kl:  1828.833984,  marg:  0.601011, S_accuracy:  99.5899%
Train Epoch: 5 [batch-idx: 400] nll:  1087.023560,  kl:  1898.666016,  marg:  0.659837, S_accuracy:  99.5870%
Train Epoch: 6 [batch-idx: 0] nll:  1402.166382,  kl:  1949.111328,  marg:  0.643618, S_accuracy:  100.0000%
Train Epoch: 6 [batch-idx: 100] nll:  381.128754,  kl:  2038.226562,  marg:  0.488716, S_accuracy:  99.8376%
Train Epoch: 6 [batch-idx: 200] nll:  561.221008,  kl:  2111.970703,  marg:  0.595143, S_accuracy:  99.8484%
Train Epoch: 6 [batch-idx: 300] nll:  2927.833252,  kl:  2189.394531,  marg:  0.466206, S_accuracy:  99.8261%
Train Epoch: 6 [batch-idx: 400] nll:  1354.016113,  kl:  2264.572266,  marg:  0.440898, S_accuracy:  99.8325%
Train Epoch: 7 [batch-idx: 0] nll:  892.182983,  kl:  2317.063477,  marg:  0.462467, S_accuracy:  100.0000%
Train Epoch: 7 [batch-idx: 100] nll:  1543.476440,  kl:  2392.699219,  marg:  0.372877, S_accuracy:  99.9691%
Train Epoch: 7 [batch-idx: 200] nll:  721.095642,  kl:  2461.382812,  marg:  0.350809, S_accuracy:  99.9728%
Train Epoch: 7 [batch-idx: 300] nll:  465.025116,  kl:  2521.066406,  marg:  0.358836, S_accuracy:  99.9689%
Train Epoch: 7 [batch-idx: 400] nll:  155.453583,  kl:  2587.904297,  marg:  0.461029, S_accuracy:  99.9649%
Train Epoch: 8 [batch-idx: 0] nll:  613.133057,  kl:  2628.981445,  marg:  0.387032, S_accuracy:  100.0000%
Train Epoch: 8 [batch-idx: 100] nll:  180.011093,  kl:  2684.251953,  marg:  0.439575, S_accuracy:  99.9768%
Train Epoch: 8 [batch-idx: 200] nll:  104.905388,  kl:  2738.808594,  marg:  0.399137, S_accuracy:  99.9806%
Train Epoch: 8 [batch-idx: 300] nll:  294.060150,  kl:  2801.765625,  marg:  0.376035, S_accuracy:  99.9818%
Train Epoch: 8 [batch-idx: 400] nll:  88.299133,  kl:  2859.929688,  marg:  0.421597, S_accuracy:  99.9825%
Train Epoch: 9 [batch-idx: 0] nll:  231.586517,  kl:  2892.595703,  marg:  0.372004, S_accuracy:  100.0000%
Train Epoch: 9 [batch-idx: 100] nll:  94.286163,  kl:  2935.699219,  marg:  0.304683, S_accuracy:  99.9923%
Train Epoch: 9 [batch-idx: 200] nll:  130.864395,  kl:  2982.818359,  marg:  0.342852, S_accuracy:  99.9845%
Train Epoch: 9 [batch-idx: 300] nll:  25.505512,  kl:  3033.807617,  marg:  0.103577, S_accuracy:  99.9896%
Train Epoch: 9 [batch-idx: 400] nll:  122.628334,  kl:  3088.753906,  marg:  0.312476, S_accuracy:  99.9903%
Train Epoch: 10 [batch-idx: 0] nll:  85.787415,  kl:  3120.101562,  marg:  0.178517, S_accuracy:  100.0000%
Train Epoch: 10 [batch-idx: 100] nll:  133.425140,  kl:  3149.353516,  marg:  0.328914, S_accuracy:  99.9768%
Train Epoch: 10 [batch-idx: 200] nll:  91.133690,  kl:  3185.322266,  marg:  0.151643, S_accuracy:  99.9767%
Train Epoch: 10 [batch-idx: 300] nll:  419.179474,  kl:  3222.134766,  marg:  0.188544, S_accuracy:  99.9844%
Train Epoch: 10 [batch-idx: 400] nll:  99.040573,  kl:  3257.933594,  marg:  0.167936, S_accuracy:  99.9844%
Train Epoch: 11 [batch-idx: 0] nll:  63.374081,  kl:  3286.259766,  marg:  0.200546, S_accuracy:  100.0000%
Train Epoch: 11 [batch-idx: 100] nll:  326.375641,  kl:  3312.255859,  marg:  0.157368, S_accuracy:  99.9845%
Train Epoch: 11 [batch-idx: 200] nll:  79.470108,  kl:  3350.750000,  marg:  0.161698, S_accuracy:  99.9845%
Train Epoch: 11 [batch-idx: 300] nll:  94.422012,  kl:  3382.772461,  marg:  0.145834, S_accuracy:  99.9870%
Train Epoch: 11 [batch-idx: 400] nll:  58.512428,  kl:  3418.537109,  marg:  0.119082, S_accuracy:  99.9864%
Train Epoch: 12 [batch-idx: 0] nll:  23.849249,  kl:  3442.598633,  marg:  0.236046, S_accuracy:  100.0000%
Train Epoch: 12 [batch-idx: 100] nll:  10.093397,  kl:  3465.144531,  marg:  0.200182, S_accuracy:  99.9768%
Train Epoch: 12 [batch-idx: 200] nll:  154.038116,  kl:  3493.833984,  marg:  0.166709, S_accuracy:  99.9845%
Train Epoch: 12 [batch-idx: 300] nll:  17.041538,  kl:  3514.750000,  marg:  0.243908, S_accuracy:  99.9870%
