3357973.0,1947441.2,1858705.4,2092184.6,1511933.6,2447332.5,2764578.2,2200916.5,2331419.0,921535.7,1256325.0,1659345.1,781356.75,1008136.5,574741.6,1721705.6,505212.1,520603.25,216697.72,452116.62,207559.66,173894.48,386106.6,308756.97,269951.0,224200.83,426748.28,231683.98,193370.28,216072.22,170382.58,168588.86,537096.5,168700.89,261685.84,171875.05,168677.89,182593.23,170193.67,170283.42,170804.34,168903.75,168681.9,172217.4,176029.95,171579.02,168684.58,168683.14,169025.28,168750.6,168703.9
3357973.0,2065260.9,1747132.1,1583881.8,1696305.4,1800924.8,1418493.8,1766690.8,1717748.6,1275145.8,692686.2,696900.75,1058848.1,536698.2,732211.3,827598.2,776535.4,960379.9,630611.25,940654.75,178154.9,809960.4,408671.3,260930.0,1384763.1,200463.22,168926.02,194475.03,168770.42,168683.89,168683.3,452308.38,168672.83,191665.25,171567.3,168728.69,179292.64,205919.67,170174.3,174660.67,251492.84,405199.84,169695.12,169690.8,168823.2,168651.95,168632.55,168831.75,168680.34,168697.77,168681.14
389426.06,168680.34,168635.45,169325.78,169560.42,200203.19,195878.69,254430.38,168682.05,168688.97,168671.78,168662.17,168704.31,245905.2,168681.27,168456.12,169705.66,168681.02,168849.44,168750.27,169505.39,168763.58,184010.55,168701.47,170046.81,168708.23,172424.42,168214.89,168647.92,177080.61,169393.67,169698.25,210188.4,168680.34,171341.69,171063.47,169022.5,179245.6,168823.78,170924.8,168566.0,236054.25,171498.69,386287.34,168812.12,168269.84,169561.3,168157.6,173087.06,168347.66,169198.48
169602.33,165534.72,164860.61,166860.0,165251.3,168546.61,173349.56,166435.23,167004.75,166974.12,166430.69,167508.47,177898.56,170620.81,161638.81,175158.5,160135.06,243117.94,162728.05,157351.44,142155.28,188435.58,199531.42,159269.64,159701.22,153480.84,169171.62,158515.6,156884.69,184609.78,154127.6,154217.8,150942.3,180036.6,151376.02,154700.8,172356.78,153290.1,157598.83,178576.56,156884.75,169073.22,157763.8,151484.94,174170.83,147191.55,167462.38,153309.89,146673.72,146919.84,146146.39
139436.39,144551.33,143338.38,145384.84,140160.23,159940.19,140253.03,146614.48,141473.11,171108.28,171375.33,149759.8,147207.66,190269.67,146146.11,130617.85,152466.4,150896.72,146208.05,138814.45,147048.11,145045.33,142954.4,169501.75,159826.1,145171.64,178513.97,143488.16,160983.64,147512.56,141537.34,162824.98,198804.52,148766.58,145020.56,166824.92,145505.84,144241.4,156754.78,187869.33,170032.89,142279.45,144222.08,137002.88,142626.7,146096.78,248346.2,129291.81,174757.16,140496.17,150726.27
164370.02,153754.1,225129.19,159508.92,151907.83,142567.05,164828.67,173861.73,144770.83,125636.3,147531.9,168010.56,124531.32,149129.77,138598.72,142987.3,139553.53,132475.12,131664.36,122640.12,149364.22,158234.9,136275.05,150251.11,133208.58,145056.61,134612.53,136796.19,128175.36,134697.66,144990.22,135892.7,160302.8,135117.45,132615.14,122839.27,129431.836,135004.12,142402.83,132986.39,117366.48,148926.6,132761.17,126541.51,143940.08,129654.82,123672.09,129204.69,126913.82,170182.75,135694.52
134783.42,129536.33,138081.39,139891.48,130578.2,122602.43,105173.055,147349.67,137018.81,125065.68,116364.95,116474.37,130622.16,126379.55,129462.63,116741.836,140865.45,150487.8,116545.78,104690.07,130990.55,133624.44,144990.75,149530.77,127670.74,149791.69,137156.84,146529.97,118414.49,147745.56,133295.47,155955.75,123239.586,119782.484,124761.48,153878.69,107381.85,130941.516,111199.234,143963.84,112503.695,146833.2,167492.86,144709.66,180445.38,122762.5,122235.42,135745.58,123830.805,119647.57,124915.38
120703.57,122050.18,115703.91,154362.33,142554.06,158468.75,124452.445,122616.445,114749.83,135352.7,111507.375,121003.09,120324.72,123980.57,130258.13,125224.68,105922.375,126152.2,96296.01,135195.42,101552.26,140016.23,102522.914,156196.86,114755.164,130215.164,123359.625,124656.09,117429.086,113406.53,148940.4,104024.92,110682.664,102843.67,123500.555,146128.89,89993.52,101176.25,177493.88,133809.58,127856.08,120389.51,108780.45,113226.85,118729.02,110020.08,120154.84,100740.19,100910.055,108887.13,77809.94
122117.81,104772.3,96605.03,94070.3,149379.8,152643.17,115884.4,128047.766,84746.86,99621.23,82503.32,119551.32,98726.92,126799.37,142224.66,133782.19,125713.2,119137.445,99599.7,83685.305,137060.27,96029.125,97099.305,99070.586,84385.055,79698.86,102939.336,104848.48,99396.914,90597.93,102712.8,110916.055,117364.74,86207.984,87423.44,105609.25,87446.586,130663.34,82998.13,82986.35,98610.05,149391.52,99755.61,88047.7,92239.63,106304.34,83674.27,115418.27,66990.484,103667.45,84039.46
76044.52,112198.97,84642.32,82601.23,103721.45,87816.65,88226.53,122631.695,96460.61,76898.16,100654.35,103840.31,78980.45,84829.97,98623.08,77119.375,62345.77,90547.086,78837.81,93004.46,94890.11,104215.02,123670.53,81807.7,72586.4,68135.96,72223.74,45553.023,80248.234,72307.14,91610.234,90145.65,65965.484,68708.59,59283.652,117130.8,65958.89,71154.62,50795.19,73286.59,50397.203,53836.336,89222.234,55815.836,63313.85,73388.79,43184.47,92617.664,58058.83,66646.62,37493.48
74774.92,67128.945,85932.086,89480.086,84255.54,86779.086,64644.3,74033.33,101693.16,72231.06,74506.664,84155.055,64718.7,46244.9,58166.996,49346.6,59440.902,59647.89,48498.473,95032.65,60186.734,97200.164,50794.473,62835.895,57100.824,49319.16,53997.324,37497.36,49413.41,47916.35,101834.46,57777.77,76226.46,67338.336,48202.59,54416.164,55506.406,44076.36,51004.855,90771.44,39846.492,71592.195,31237.488,53298.145,62207.973,54462.812,47848.61,49917.406,95227.19,35243.914,44735.12
36590.05,31062.371,61048.793,34808.46,57777.62,43892.566,100441.54,52592.207,62249.7,38703.953,37261.395,36220.48,32056.03,29901.457,60765.76,41889.19,47229.84,37585.004,52585.79,61631.79,103860.92,59447.016,43544.117,55232.625,49860.58,52868.203,44639.355,30079.701,58747.625,56118.01,33797.824,47771.316,38207.59,49489.562,36944.535,74397.51,67888.39,34699.125,29139.139,43100.086,25479.86,43103.47,35267.195,80404.38,48436.64,55766.145,38397.312,57448.594,44511.824,32448.082,28270.498
56460.754,31750.664,79363.695,53552.766,25921.514,21543.621,32790.367,59535.27,72135.5,65787.12,67633.45,43609.652,23609.549,7602.4,48487.586,44115.5,12079.002,18537.707,24626.742,24523.234,23012.22,45200.816,54719.97,28304.055,36144.57,42117.293,46761.695,70493.01,35274.4,40964.094,66045.35,21959.662,50318.363,22439.148,20182.516,52938.664,29664.39,21474.256,46797.504,36746.734,36281.75,18090.2,15598.663,23829.291,27004.426,49201.344,33514.51,21610.72,25179.2,60149.62,28784.818
25152.924,51804.27,44418.8,15734.123,21944.176,41076.01,54595.59,40330.77,24794.45,25083.79,43253.113,24274.432,22050.115,42590.234,18654.934,51715.535,54293.133,25610.523,25343.236,32560.857,60077.38,17261.395,18967.28,14989.251,21109.256,18480.277,26909.754,36271.58,31705.695,31282.578,21066.557,67677.31,14290.275,36550.453,40537.094,38033.91,20202.584,25019.59,18424.129,16970.434,26561.277,17403.752,22718.436,35541.637,37201.15,66317.516,12573.353,45962.723,15251.8125,51274.293,60788.22
